datetime,FOL_INFLOW_CFS,FOL_OUTFLOW_CFS,FOL_STORAGE_AF,FOL_EVAP_CFS,FOL_TOC STO_AF,FOL_RES ELE_FEET
2005-01-20,3070,1366,526275,19,577000,419.79
2005-01-21,3114,1584,529304,3,577000,420.16
2005-01-22,3230,1903,531937,0,577000,420.48
2005-01-23,3394,1479,535723,6,577000,420.94
2005-01-24,3738,1686,539788,3,577000,421.43
2005-01-25,3604,1678,543608,0,577000,421.89
2005-01-26,4562,1347,549970,8,577000,422.65
2005-01-27,5464,1981,556878,0,577000,423.47
2005-01-28,6744,1602,567077,0,577000,424.67
2005-01-29,4915,1325,574197,0,577000,425.50
2005-01-30,3589,1376,578587,0,577000,426.01
2005-01-31,4075,1625,583360,44,577000,426.56
2005-02-01,3611,1904,586658,44,577000,426.94
2005-02-02,3720,2552,588929,23,577000,427.20
2005-02-03,3842,2619,591292,32,577000,427.47
2005-02-04,3822,3010,592867,18,577000,427.65
2005-02-05,3611,2534,594967,18,577000,427.89
2005-02-06,3536,2543,596901,18,577000,428.11
2005-02-07,3544,2631,598665,24,577000,428.31
2005-02-08,3349,2681,599989,0,579400,428.46
2005-02-09,3813,3431,600695,26,581800,428.54
2005-02-10,3345,7656,592080,32,581800,427.56
2005-02-11,3836,8130,583534,15,586500,426.58
2005-02-12,3400,5877,578587,17,588900,426.01
2005-02-13,2991,3530,577467,26,591300,425.88
2005-02-14,3704,3434,577984,9,593700,425.94
2005-02-15,4681,3283,580757,0,593700,426.26
2005-02-16,4501,2226,585270,0,598400,426.78
2005-02-17,5395,2562,590854,18,600800,427.42
2005-02-18,4721,2459,595317,12,603200,427.93
2005-02-19,3728,2485,597783,0,605600,428.21
2005-02-20,5960,3151,603342,6,606900,428.84
2005-02-21,5068,8131,597254,6,607800,428.15
2005-02-22,6795,7683,595492,0,610600,427.95
2005-02-23,6130,6089,595492,41,614100,427.95
2005-02-24,5658,3854,599018,26,617500,428.35
2005-02-25,4428,3654,600518,18,619900,428.52
2005-02-26,3957,3055,602283,12,622200,428.72
2005-02-27,4013,2883,604489,18,624000,428.97
2005-02-28,5005,2629,609202,0,626200,429.50
2005-03-01,5009,3460,612227,24,629300,429.84
2005-03-02,7306,3027,620643,36,631800,430.78
2005-03-03,6126,2974,626591,153,634100,431.44
2005-03-04,5970,2942,632561,18,634100,432.10
2005-03-05,5107,2800,637113,12,634100,432.60
2005-03-06,4398,3074,639662,39,591500,432.88
2005-03-07,4267,2897,642313,33,643700,433.17
2005-03-08,4856,2841,646257,27,646000,433.60
2005-03-09,4474,2810,649466,46,648400,433.95
2005-03-10,5200,3264,653251,28,650800,434.36
2005-03-11,4703,3949,654637,55,650800,434.51
2005-03-12,4560,3762,656116,52,650800,434.67
2005-03-13,4752,3871,657779,43,611600,434.85
2005-03-14,4539,3937,658888,43,660300,434.97
2005-03-15,4452,4316,659073,43,662700,434.99
2005-03-16,3974,3557,659723,89,665100,435.06
2005-03-17,3879,4070,659258,43,667500,435.01
2005-03-18,3890,6012,654915,68,669900,434.54
2005-03-19,3985,8036,646807,37,672200,433.66
2005-03-20,6101,8135,642772,0,674600,433.22
2005-03-21,6846,7817,640846,0,677000,433.01
2005-03-22,14376,6398,656670,0,660000,434.73
2005-03-23,25860,5537,696980,0,641900,439.02
2005-03-24,16553,9055,711852,0,646000,440.57
2005-03-25,9883,14686,702244,41,651700,439.57
2005-03-26,7256,14605,687569,50,657600,438.03
2005-03-27,6441,14463,671565,47,644700,436.33
2005-03-28,11990,13690,668193,0,643000,435.97
2005-03-29,12228,11117,670347,25,638600,436.20
2005-03-30,10629,9753,672034,25,644200,436.38
2005-03-31,9496,8495,673908,56,650600,436.58
2005-04-01,8478,7099,676533,56,657200,436.86
2005-04-02,7392,6166,678883,41,663900,437.11
2005-04-03,7214,4847,683508,35,662700,437.60
2005-04-04,7762,5140,688615,47,665500,438.14
2005-04-05,7644,4297,695173,41,671800,438.83
2005-04-06,6881,3605,701575,48,678900,439.50
2005-04-07,7628,3931,708769,70,686000,440.25
2005-04-08,9174,3214,720553,19,682700,441.47
2005-04-09,7296,3216,728619,13,688700,442.30
2005-04-10,6400,3626,733986,68,695800,442.85
2005-04-11,7590,3714,741538,69,703100,443.62
2005-04-12,7465,3638,749026,52,710200,444.38
2005-04-13,6857,3914,754758,53,717500,444.96
2005-04-14,6906,3746,760921,53,724800,445.58
2005-04-15,6639,4076,765899,53,732100,446.08
2005-04-16,5943,4211,769203,66,738900,446.41
2005-04-17,6275,4439,772706,70,741300,446.76
2005-04-18,7831,4026,780148,53,743700,447.50
2005-04-19,7012,3958,786099,54,746000,448.09
2005-04-20,6419,4300,790156,74,748400,448.49
2005-04-21,6274,4264,794010,67,751600,448.87
2005-04-22,5468,3913,796961,67,757300,449.16
2005-04-23,5449,4197,799309,68,762900,449.39
2005-04-24,5396,4333,801350,34,768500,449.59
2005-04-25,6362,3898,806151,44,774200,450.06
2005-04-26,6173,3982,810362,68,779800,450.47
2005-04-27,6495,4273,814675,48,779800,450.89
2005-04-28,6778,3977,820144,44,791100,451.42
2005-04-29,6622,4247,824794,31,796700,451.87
2005-04-30,6517,3760,830086,89,802400,452.38
2005-05-01,6606,4326,834451,79,808000,452.80
2005-05-02,6706,4342,838933,104,813600,453.23
2005-05-03,6336,4134,843114,94,819300,453.63
2005-05-04,5947,3525,847717,101,824900,454.07
2005-05-05,7198,4591,852869,10,830500,454.56
2005-05-06,7557,4052,859821,0,836200,455.22
2005-05-07,7240,4152,865848,49,841800,455.79
2005-05-08,6692,3898,871257,67,847400,456.30
2005-05-09,11797,4113,886499,0,853100,457.73
2005-05-10,10320,4370,898301,0,858700,458.83
2005-05-11,8794,4905,905852,82,864300,459.53
2005-05-12,7147,6248,907472,82,870000,459.68
2005-05-13,7951,8743,905744,79,875600,459.52
2005-05-14,8356,8383,905528,82,881200,459.50
2005-05-15,9047,8315,906824,79,886900,459.62
2005-05-16,11819,8203,913968,14,892500,460.28
2005-05-17,12881,11404,916791,54,898100,460.54
2005-05-18,10917,14504,909632,22,903800,459.88
2005-05-19,28175,19124,927571,7,903800,461.53
2005-05-20,21882,23027,925279,11,903800,461.32
2005-05-21,16289,20113,917551,72,903800,460.61
2005-05-22,13554,18427,907688,100,926300,459.70
2005-05-23,13257,15499,903043,100,931900,459.27
2005-05-24,13139,13318,902503,93,937600,459.22
2005-05-25,12397,11129,904771,125,943200,459.43
2005-05-26,13761,8889,914185,126,948800,460.30
2005-05-27,14474,7286,928226,109,954500,461.59
2005-05-28,14906,6751,944229,87,960100,463.05
2005-05-29,13245,6366,957706,84,965700,464.27
2005-05-30,11293,8901,962254,99,971400,464.68
2005-05-31,10922,12389,959148,99,977000,464.40
2005-06-01,11032,12968,955155,77,977000,464.04
2005-06-02,11263,12946,951621,99,977000,463.72
2005-06-03,9970,12207,946987,99,977000,463.30
2005-06-04,9117,9119,946767,109,977000,463.28
2005-06-05,9078,7919,948863,102,977000,463.47
2005-06-06,8669,8077,949856,91,977000,463.56
2005-06-07,7560,8295,948201,99,977000,463.41
2005-06-08,7357,7354,948091,58,977000,463.40
2005-06-09,10846,6555,956486,59,977000,464.16
2005-06-10,10549,6386,964583,81,977000,464.89
2005-06-11,9140,6195,970264,81,977000,465.40
2005-06-12,8423,8275,970375,92,977000,465.41
2005-06-13,8334,8335,970152,111,977000,465.39
2005-06-14,7580,8313,968479,110,977000,465.24
2005-06-15,7524,8313,966695,110,977000,465.08
2005-06-16,7336,8470,964250,99,977000,464.86
2005-06-17,7748,8681,962364,18,977000,464.69
2005-06-18,7500,8738,959813,48,977000,464.46
2005-06-19,6591,8684,955487,88,977000,464.07
2005-06-20,6390,8749,950628,91,977000,463.63
2005-06-21,5588,8779,944118,91,977000,463.04
2005-06-22,4939,7394,939068,91,977000,462.58
2005-06-23,5164,7113,935007,98,977000,462.21
2005-06-24,4651,5221,933690,94,977000,462.09
2005-06-25,4654,4450,933909,94,977000,462.11
2005-06-26,4220,4505,933141,102,977000,462.04
2005-06-27,3917,4044,932702,94,977000,462.00
2005-06-28,3559,4132,931392,87,977000,461.88
2005-06-29,4182,3930,931720,87,977000,461.91
2005-06-30,4261,3608,932812,102,977000,462.01
2005-07-01,3580,3640,932484,105,977000,461.98
2005-07-02,4122,3623,933251,112,977000,462.05
2005-07-03,3645,3912,932484,120,977000,461.98
2005-07-04,3727,3982,931720,130,977000,461.91
2005-07-05,3256,3900,930191,127,977000,461.77
2005-07-06,3900,3663,930410,127,977000,461.79
2005-07-07,2945,4092,927899,119,977000,461.56
2005-07-08,2122,3837,924297,101,977000,461.23
2005-07-09,2545,3966,921243,119,977000,460.95
2005-07-10,2522,3826,918420,119,977000,460.69
2005-07-11,2250,3737,915271,101,977000,460.40
2005-07-12,2784,3990,912665,108,977000,460.16
2005-07-13,3005,3748,910928,133,977000,460.00
2005-07-14,2875,3504,909416,133,977000,459.86
2005-07-15,3045,4066,907148,122,977000,459.65
2005-07-16,2391,3939,903799,140,977000,459.34
2005-07-17,2507,3664,901207,150,977000,459.10
2005-07-18,2384,3873,897978,139,977000,458.80
2005-07-19,2564,3970,894863,164,977000,458.51
2005-07-20,2901,3755,892929,121,977000,458.33
2005-07-21,1871,3753,888957,121,977000,457.96
2005-07-22,1700,3850,884468,113,977000,457.54
2005-07-23,1961,3827,880514,127,977000,457.17
2005-07-24,2084,3831,876784,134,977000,456.82
2005-07-25,2381,3723,873808,158,977000,456.54
2005-07-26,1918,3885,869662,123,977000,456.15
2005-07-27,1648,3775,865213,116,977000,455.73
2005-07-28,1678,3887,860561,136,977000,455.29
2005-07-29,1754,3648,856549,129,977000,454.91
2005-07-30,1659,3862,851923,129,977000,454.47
2005-07-31,1835,3982,847402,132,977000,454.04
2005-08-01,1341,3483,842905,125,977000,453.61
2005-08-02,1773,3652,838933,124,977000,453.23
2005-08-03,2066,3825,835178,134,977000,452.87
2005-08-04,2037,3694,831645,124,977000,452.53
2005-08-05,2510,3857,828735,120,977000,452.25
2005-08-06,2150,3962,824897,123,977000,451.88
2005-08-07,2404,3683,822108,127,977000,451.61
2005-08-08,2340,3829,818905,126,977000,451.30
2005-08-09,1977,3786,815086,116,977000,450.93
2005-08-10,1701,3725,810875,99,977000,450.52
2005-08-11,1612,3781,806357,109,977000,450.08
2005-08-12,2357,3428,804004,115,977000,449.85
2005-08-13,2357,3428,800600,115,977000,449.52
2005-08-14,1139,3278,796247,74,977000,449.09
2005-08-15,1274,3235,792184,87,977000,448.69
2005-08-16,2074,3330,789446,124,977000,448.42
2005-08-17,2396,3346,787300,124,977000,448.21
2005-08-18,1511,3426,783300,124,977000,447.81
2005-08-19,1339,3298,779100,124,977000,447.40
2005-08-20,1417,3106,775500,140,977000,447.04
2005-08-21,1556,3238,772000,86,977000,446.69
2005-08-22,1917,3244,769200,86,977000,446.41
2005-08-23,2468,3380,767000,199,977000,446.19
2005-08-24,1914,3315,764000,109,977000,445.89
2005-08-25,1884,3339,760900,99,977000,445.58
2005-08-26,2220,3438,758300,86,977000,445.32
2005-08-27,1740,3441,754800,102,977000,444.96
2005-08-28,1985,3279,752000,102,977000,444.68
2005-08-29,2150,3038,750014,108,977000,444.48
2005-08-30,1498,3383,746061,108,977000,444.08
2005-08-31,2133,3520,743110,101,977000,443.78
2005-09-01,2135,3074,741047,101,977000,443.57
2005-09-02,1821,3317,737905,88,977000,443.25
2005-09-03,1496,3285,734181,88,977000,442.87
2005-09-04,1448,3332,730278,84,977000,442.47
2005-09-05,1446,3470,726082,91,977000,442.04
2005-09-06,1787,3471,722589,77,977000,441.68
2005-09-07,1680,3301,719195,90,977000,441.33
2005-09-08,1438,3320,715321,71,977000,440.93
2005-09-09,1338,3260,711370,70,977000,440.52
2005-09-10,1377,2861,708287,70,977000,440.20
2005-09-11,1185,2920,704733,57,977000,439.83
2005-09-12,1250,2930,701287,57,977000,439.47
2005-09-13,1427,2962,698129,57,977000,439.14
2005-09-14,1331,2764,695173,57,977000,438.83
2005-09-15,1498,2160,693747,57,977000,438.68
2005-09-16,1294,2728,690801,51,977000,438.37
2005-09-17,1581,2620,688615,63,977000,438.14
2005-09-18,1637,2819,686151,60,977000,437.88
2005-09-19,1614,2788,683697,63,977000,437.62
2005-09-20,1569,2645,681432,66,977000,437.38
2005-09-21,993,2818,677658,78,977000,436.98
2005-09-22,1028,2714,674190,62,977000,436.61
2005-09-23,1033,2716,670722,65,977000,436.24
2005-09-24,925,2833,666797,71,977000,435.82
2005-09-25,1018,2689,663353,65,977000,435.45
2005-09-26,1985,2783,661585,93,977000,435.26
2005-09-27,1310,2328,659537,15,977000,435.04
2005-09-28,1117,2758,656208,37,977000,434.68
2005-09-29,1554,2601,653991,71,977000,434.44
2005-09-30,2014,2773,652327,80,977000,434.26
2005-10-01,2023,2636,650941,86,968800,434.11
2005-10-02,1823,2595,649283,64,960700,433.93
2005-10-03,1916,2693,647632,55,952500,433.75
2005-10-04,1443,2550,645340,49,944300,433.50
2005-10-05,1812,2901,643047,67,936200,433.25
2005-10-06,1839,2807,641029,49,928000,433.03
2005-10-07,1521,2740,638478,67,919900,432.75
2005-10-08,1374,2730,635656,67,911700,432.44
2005-10-09,910,2777,631833,60,903500,432.02
2005-10-10,974,2964,627766,60,895400,431.57
2005-10-11,1771,2713,625778,60,895400,431.35
2005-10-12,1609,2840,623248,45,879000,431.07
2005-10-13,1174,2801,619926,48,870900,430.70
2005-10-14,1059,2626,616698,60,862700,430.34
2005-10-15,905,2562,613294,59,854600,429.96
2005-10-16,539,2690,608935,47,846400,429.47
2005-10-17,298,2771,603960,35,838200,428.91
2005-10-18,720,2414,600518,41,830100,428.52
2005-10-19,470,2345,596724,38,821900,428.09
2005-10-20,714,2277,593567,29,813700,427.73
2005-10-21,685,2288,590329,29,805600,427.36
2005-10-22,789,2121,587617,35,797400,427.05
2005-10-23,937,2085,585270,35,789200,426.78
2005-10-24,872,2281,582406,35,781100,426.45
2005-10-25,1293,2352,580236,35,772900,426.20
2005-10-26,1709,2196,579194,38,764800,426.08
2005-10-27,1040,2220,576779,38,756600,425.80
2005-10-28,665,2421,573250,23,748400,425.39
2005-10-29,713,2264,570151,11,740300,425.03
2005-10-30,1341,2259,568272,29,732100,424.81
2005-10-31,1512,2221,566821,23,723900,424.64
2005-11-01,1446,2197,565285,23,715800,424.46
2005-11-02,1914,2224,564603,34,707600,424.38
2005-11-03,1508,2385,562811,26,699400,424.17
2005-11-04,1357,2321,560853,23,691300,423.94
2005-11-05,1410,2274,559077,31,683100,423.73
2005-11-06,1051,2179,556793,23,675000,423.46
2005-11-07,1056,2151,554594,14,666800,423.20
2005-11-08,938,2075,552316,11,658600,422.93
2005-11-09,1204,2201,550305,17,650500,422.69
2005-11-10,1183,2211,548210,28,642300,422.44
2005-11-11,1524,2606,546031,17,634100,422.18
2005-11-12,1560,2505,544107,25,626000,421.95
2005-11-13,1596,2367,542529,25,617800,421.76
2005-11-14,1501,2481,540536,25,609700,421.52
2005-11-15,1711,2457,539041,8,601500,421.34
2005-11-16,1515,2632,536798,14,593300,421.07
2005-11-17,1883,2480,535559,28,585200,420.92
2005-11-18,2040,2438,534736,17,577000,420.82
2005-11-19,1652,2529,532925,36,577000,420.60
2005-11-20,1264,2351,530703,33,577000,420.33
2005-11-21,1553,2474,528810,33,577000,420.10
2005-11-22,1864,2497,527498,28,577000,419.94
2005-11-23,1658,2485,525786,36,577000,419.73
2005-11-24,1614,2400,524155,36,577000,419.53
2005-11-25,1325,2465,521872,11,577000,419.25
2005-11-26,967,2483,518865,0,577000,418.88
2005-11-27,1315,2477,516522,19,577000,418.59
2005-11-28,2053,2523,515552,19,577000,418.47
2005-11-29,2231,2511,514987,5,577000,418.40
2005-11-30,3144,2267,516683,22,577000,418.61
2005-12-01,5267,2281,522606,0,577000,419.34
2005-12-02,12989,2358,543692,0,577000,421.90
2005-12-03,4605,2187,548461,14,577000,422.47
2005-12-04,2992,2419,549551,23,577000,422.60
2005-12-05,2896,2378,550556,11,577000,422.72
2005-12-06,2403,2265,550808,11,577000,422.75
2005-12-07,3275,2331,552652,14,577000,422.97
2005-12-08,2843,2325,553664,8,577000,423.09
2005-12-09,2838,2184,554933,14,577000,423.24
2005-12-10,2469,2242,555356,14,577000,423.29
2005-12-11,1868,2573,553918,20,577000,423.12
2005-12-12,2330,2316,553918,14,577000,423.12
2005-12-13,2679,2244,554764,8,577000,423.22
2005-12-14,3146,2365,556286,14,577000,423.40
2005-12-15,2579,2440,556540,11,577000,423.43
2005-12-16,2421,2412,556540,9,577000,423.43
2005-12-17,1823,2417,555356,3,577000,423.29
2005-12-18,3794,2467,557977,6,577000,423.60
2005-12-19,7976,2134,569552,6,577000,424.96
2005-12-20,5759,2159,576693,0,577000,425.79
2005-12-21,5339,2765,581798,0,577000,426.38
2005-12-22,19113,3637,612494,0,577000,429.87
2005-12-23,19128,3814,642772,49,577000,433.22
2005-12-24,7613,7873,642221,18,577000,433.16
2005-12-25,6952,19404,617505,9,577000,430.43
2005-12-26,14304,24550,597165,9,577000,428.14
2005-12-27,10385,33478,551311,25,577000,422.81
2005-12-28,26074,34859,533583,153,577000,420.68
2005-12-29,19761,35416,502244,145,577000,416.81
2005-12-30,16216,35331,464323,3,577000,411.93
2005-12-31,127617,34732,648549,6,577000,433.85
2006-01-01,38651,35954,653898,0,577000,434.43
2006-01-02,35430,36222,652327,0,323100,434.26
2006-01-03,23759,36230,627585,3,577000,431.55
2006-01-04,17272,36231,589979,0,577000,427.32
2006-01-05,14426,36194,546701,51,577000,422.26
2006-01-06,12682,29144,514017,16,577000,418.28
2006-01-07,11327,21949,492916,16,577000,415.63
2006-01-08,10425,21904,470117,15,577000,412.69
2006-01-09,8891,22028,444040,10,577000,409.22
2006-01-10,8482,22281,416649,10,577000,405.43
2006-01-11,7942,20648,391428,9,577000,401.79
2006-01-12,8521,14606,379344,7,577000,399.99
2006-01-13,6792,12087,368823,9,577000,398.39
2006-01-14,7925,10106,364467,15,577000,397.72
2006-01-15,9525,8743,366018,0,577000,397.96
2006-01-16,7927,8058,365759,0,330300,397.92
2006-01-17,7315,7953,364467,13,577000,397.72
2006-01-18,9273,7768,367452,0,577000,398.18
2006-01-19,9304,6353,373270,18,577000,399.07
2006-01-20,8143,5367,378750,13,577000,399.90
2006-01-21,6711,5561,381013,9,577000,400.24
2006-01-22,6075,4277,384552,14,331900,400.77
2006-01-23,6465,4276,388859,18,577000,401.41
2006-01-24,6691,3984,394215,7,577000,402.20
2006-01-25,6258,4058,398523,28,577000,402.83
2006-01-26,4966,4226,399963,14,577000,403.04
2006-01-27,6065,4065,403907,12,577000,403.61
2006-01-28,5158,3965,406259,7,577000,403.95
2006-01-29,6136,3908,410665,7,577000,404.58
2006-01-30,6994,4101,416366,19,577000,405.39
2006-01-31,9689,5309,425054,0,577000,406.61
2006-02-01,8009,7453,426128,15,577000,406.76
2006-02-02,16542,7469,444114,5,577000,409.23
2006-02-03,14949,7447,458958,18,577000,411.22
2006-02-04,12727,8622,467065,18,577000,412.29
2006-02-05,11372,15269,459336,0,577000,411.27
2006-02-06,10770,15404,450114,15,577000,410.04
2006-02-07,8287,14718,437359,0,577000,408.31
2006-02-08,7323,15342,421401,26,577900,406.10
2006-02-09,7385,15202,405844,26,579000,403.89
2006-02-10,7260,15112,390211,30,580400,401.61
2006-02-11,7129,13384,377760,22,582000,399.75
2006-02-12,6869,7921,375647,13,583700,399.43
2006-02-13,6354,5180,377958,9,585700,399.78
2006-02-14,6625,4835,381480,14,587900,400.31
2006-02-15,6144,5147,383417,20,590200,400.60
2006-02-16,6689,5027,386696,9,592600,401.09
2006-02-17,5709,5591,386899,16,594800,401.12
2006-02-18,5515,4786,388318,14,596100,401.33
2006-02-19,5549,4606,390143,23,598400,401.60
2006-02-20,5509,4341,392441,9,601100,401.94
2006-02-21,5363,4138,394830,21,604100,402.29
2006-02-22,5087,3967,397019,16,607300,402.61
2006-02-23,5074,3975,399139,30,610600,402.92
2006-02-24,5288,5127,399412,23,614000,402.96
2006-02-25,5216,7774,394283,28,617500,402.21
2006-02-26,6275,7649,391495,32,618400,401.80
2006-02-27,10185,7046,397703,9,607200,402.71
2006-02-28,30954,6914,445373,7,344800,409.40
2006-03-01,16306,7539,462736,13,607200,411.72
2006-03-02,14075,7149,476413,31,601200,413.51
2006-03-03,15278,6068,494644,19,596400,415.85
2006-03-04,13188,5277,510314,11,599300,417.82
2006-03-05,10793,5062,521628,27,385500,419.22
2006-03-06,14532,4280,541947,8,594100,421.69
2006-03-07,14485,4492,561701,34,591100,424.04
2006-03-08,12407,4707,576951,12,594600,425.82
2006-03-09,11421,5085,589454,32,592300,427.26
2006-03-10,9916,4459,600254,12,589500,428.49
2006-03-11,9050,5250,607779,6,591000,429.34
2006-03-12,8808,5327,614636,24,443900,430.11
2006-03-13,8704,7646,616698,18,452700,430.34
2006-03-14,10541,7212,623248,27,469800,431.07
2006-03-15,9772,7155,628398,21,594200,431.64
2006-03-16,8771,7277,631290,36,478400,431.96
2006-03-17,9768,7050,636658,12,592800,432.55
2006-03-18,9478,7753,640026,27,597800,432.92
2006-03-19,8395,7273,642130,61,504700,433.15
2006-03-20,8362,7388,643964,49,604200,433.35
2006-03-21,7609,7517,644147,0,608200,433.37
2006-03-22,8121,7598,645064,61,613500,433.47
2006-03-23,7406,7505,644789,40,619300,433.44
2006-03-24,7420,8108,643322,52,622700,433.28
2006-03-25,16606,7957,660375,52,606100,435.13
2006-03-26,14838,7937,674002,31,611300,436.59
2006-03-27,12138,7669,682753,57,616300,437.52
2006-03-28,13054,7926,692892,16,576500,438.59
2006-03-29,12992,8354,702053,19,622100,439.55
2006-03-30,12992,8354,704800,32,627700,439.84
2006-03-31,13454,10649,710214,90,633300,440.40
2006-04-01,15923,13475,715032,19,639000,440.90
2006-04-02,12871,15125,710503,29,644600,440.43
2006-04-03,31335,21838,729302,19,650200,442.37
2006-04-04,52725,32804,768802,7,655900,446.37
2006-04-05,38754,32970,780248,13,661500,447.51
2006-04-06,23424,31396,764402,17,667100,445.93
2006-04-07,19007,26667,749124,43,672800,444.39
2006-04-08,18528,24208,737807,26,678400,443.24
2006-04-09,15904,24275,721134,35,684000,441.53
2006-04-10,16530,21906,710407,32,689700,440.42
2006-04-11,17511,20024,705403,10,695300,439.90
2006-04-12,18678,19981,702819,0,685800,439.63
2006-04-13,18013,19972,698895,19,693000,439.22
2006-04-14,16943,19903,692892,66,712200,438.59
2006-04-15,18676,19743,690706,35,717800,438.36
2006-04-16,23405,19737,697938,22,723500,439.12
2006-04-17,21881,19983,701670,16,729100,439.51
2006-04-18,17505,18985,698607,64,734700,439.19
2006-04-19,15473,15017,699373,70,737100,439.27
2006-04-20,15028,12838,703584,67,746000,439.71
2006-04-21,14961,12769,707805,64,751600,440.15
2006-04-22,15656,12904,713201,32,757300,440.71
2006-04-23,14918,12972,716965,48,762900,441.10
2006-04-24,14424,12958,719777,48,768900,441.39
2006-04-25,14721,12984,723171,26,774500,441.74
2006-04-26,14899,12628,727546,65,779800,442.19
2006-04-27,16300,13077,733791,75,785500,442.83
2006-04-28,17420,13129,742128,88,791100,443.68
2006-04-29,19463,13066,754659,79,796700,444.95
2006-04-30,19461,13441,766500,50,802400,446.14
2006-05-01,19118,13167,778132,87,808000,447.30
2006-05-02,18415,13292,788127,84,813600,448.29
2006-05-03,17452,13425,795940,88,819300,449.06
2006-05-04,16142,13449,801146,68,824900,449.57
2006-05-05,14976,13474,804004,61,830500,449.85
2006-05-06,14321,13481,805535,68,836200,450.00
2006-05-07,14423,13361,807486,78,841800,450.19
2006-05-08,14223,13316,809130,78,847600,450.35
2006-05-09,14758,13462,811594,54,853100,450.59
2006-05-10,13909,13299,812621,92,858700,450.69
2006-05-11,13489,13411,812621,78,864300,450.69
2006-05-12,14444,12271,816735,99,870000,451.09
2006-05-13,14111,11668,821384,99,875600,451.54
2006-05-14,14151,11659,826137,96,881200,452.00
2006-05-15,13763,11869,829670,113,886900,452.34
2006-05-16,14511,11680,835074,107,892500,452.86
2006-05-17,14902,11693,841232,104,898100,453.45
2006-05-18,14558,11714,846667,104,903800,453.97
2006-05-19,15835,11525,855077,70,909400,454.77
2006-05-20,14667,11711,860773,84,915000,455.31
2006-05-21,13766,11284,865530,84,920700,455.76
2006-05-22,13480,10729,870938,25,926300,456.27
2006-05-23,11321,7521,878378,49,931900,456.97
2006-05-24,10175,6905,884682,92,937600,457.56
2006-05-25,10338,6538,892070,75,943200,458.25
2006-05-26,10083,6079,899805,104,948800,458.97
2006-05-27,9519,5404,907796,86,954500,459.71
2006-05-28,8614,5423,913968,79,960100,460.28
2006-05-29,7926,5577,918420,104,965700,460.69
2006-05-30,8039,5235,923751,116,971400,461.18
2006-05-31,7682,5637,927571,119,977000,461.53
2006-06-01,7730,5243,932265,120,977000,461.96
2006-06-02,8273,5354,937860,98,977000,462.47
2006-06-03,7568,5725,941263,127,977000,462.78
2006-06-04,7618,5509,945222,113,977000,463.14
2006-06-05,8571,6986,948091,139,977000,463.40
2006-06-06,8183,7005,950187,121,977000,463.59
2006-06-07,8367,7019,952615,124,977000,463.81
2006-06-08,7965,7207,953828,146,977000,463.92
2006-06-09,7507,7141,954270,143,977000,463.96
2006-06-10,7039,6040,956042,106,977000,464.12
2006-06-11,7055,6009,957928,95,977000,464.29
2006-06-12,6209,6244,957706,77,977000,464.27
2006-06-13,6183,6267,957373,84,977000,464.24
2006-06-14,5559,6176,955931,110,977000,464.11
2006-06-15,5226,5982,954270,81,977000,463.96
2006-06-16,5356,6073,952615,117,977000,463.81
2006-06-17,5270,6225,950518,102,977000,463.62
2006-06-18,5147,6165,948311,95,977000,463.42
2006-06-19,5519,6423,946215,153,977000,463.23
2006-06-20,5361,6316,944118,102,977000,463.04
2006-06-21,4835,6004,941482,160,977000,462.80
2006-06-22,4650,5943,938629,145,977000,462.54
2006-06-23,4667,5751,936214,134,977000,462.32
2006-06-24,4671,5238,934787,152,977000,462.19
2006-06-25,4355,5584,932047,152,977000,461.94
2006-06-26,4436,5399,929864,138,977000,461.74
2006-06-27,3798,5807,925607,137,977000,461.35
2006-06-28,3737,4653,923533,130,977000,461.16
2006-06-29,3643,4561,921569,72,977000,460.98
2006-06-30,3163,4303,919072,119,977000,460.75
2006-07-01,3202,4705,915814,140,977000,460.45
2006-07-02,2997,4287,912991,133,977000,460.19
2006-07-03,3315,4476,910388,151,977000,459.95
2006-07-04,3164,4625,907256,118,977000,459.66
2006-07-05,2890,4522,903799,111,977000,459.34
2006-07-06,3374,4410,901531,107,977000,459.13
2006-07-07,2728,4434,897871,139,977000,458.79
2006-07-08,2630,4899,893144,114,977000,458.35
2006-07-09,2980,4404,890029,146,977000,458.06
2006-07-10,2612,3766,887353,195,977000,457.81
2006-07-11,2678,4008,884468,124,977000,457.54
2006-07-12,2271,4227,880300,145,977000,457.15
2006-07-13,2783,4035,877634,92,977000,456.90
2006-07-14,3105,4003,875615,120,977000,456.71
2006-07-15,2164,3952,871788,141,977000,456.35
2006-07-16,2341,3951,868281,158,977000,456.02
2006-07-17,2820,3889,865848,158,977000,455.79
2006-07-18,2452,3937,862570,168,977000,455.48
2006-07-19,2165,4051,858552,140,977000,455.10
2006-07-20,2474,4087,855077,139,977000,454.77
2006-07-21,3113,3910,853184,157,977000,454.59
2006-07-22,3313,4018,851607,90,977000,454.44
2006-07-23,2845,4233,848558,149,977000,454.15
2006-07-24,2487,4141,844995,142,977000,453.81
2006-07-25,2931,3653,843323,121,977000,453.65
2006-07-26,2416,3701,840501,138,977000,453.38
2006-07-27,2419,4016,837052,142,977000,453.05
2006-07-28,1838,4014,832476,131,977000,452.61
2006-07-29,2033,3904,828527,120,977000,452.23
2006-07-30,1956,4122,823864,185,977000,451.78
