datetime,SHA_INFLOW_CFS,SHA_OUTFLOW_CFS,SHA_STORAGE_AF,SHA_EVAP_CFS,SHA_TOC STO_AF,SHA_RES ELE_FEET
2012-04-23,11436,5241,4360030,213,4552100,1060.46
2012-04-24,10695,4740,4371317,265,4552100,1060.85
2012-04-25,11403,4388,4384960,137,4552100,1061.32
2012-04-26,11587,4045,4399205,360,4552100,1061.81
2012-04-27,9794,4265,4409693,241,4552100,1062.17
2012-04-28,10206,4422,4420791,189,4552100,1062.55
2012-04-29,10068,4214,4432181,112,4552100,1062.94
2012-04-30,8702,4428,4440094,285,4552100,1063.21
2012-05-01,8744,4657,4447721,242,4552100,1063.47
2012-05-02,8477,4772,4454469,303,4552100,1063.70
2012-05-03,9081,4714,4462977,78,4552100,1063.99
2012-05-04,7637,5392,4467396,17,4552100,1064.14
2012-05-05,9165,5933,4473290,260,4552100,1064.34
2012-05-06,9313,6036,4479480,156,4552100,1064.55
2012-05-07,9281,7203,4483016,295,4552100,1064.67
2012-05-08,6002,7646,4479185,287,4552100,1064.54
2012-05-09,6146,8071,4474764,304,4552100,1064.39
2012-05-10,7226,8374,4471817,338,4552100,1064.29
2012-05-11,7339,9107,4467691,312,4552100,1064.15
2012-05-12,7052,9169,4462977,260,4552100,1063.99
2012-05-13,6245,8647,4457696,260,4552100,1063.81
2012-05-14,7691,8867,4454762,303,4552100,1063.71
2012-05-15,7141,8865,4450948,199,4552100,1063.58
2012-05-16,6499,8797,4445961,216,4552100,1063.41
2012-05-17,5249,9828,4436280,302,4552100,1063.08
2012-05-18,6559,9969,4429260,129,4552100,1062.84
2012-05-19,5208,9748,4419623,319,4552100,1062.51
2012-05-20,5409,9863,4410277,258,4552100,1062.19
2012-05-21,6021,9380,4402984,318,4552100,1061.94
2012-05-22,5017,9441,4393681,266,4552100,1061.62
2012-05-23,5922,9613,4385833,266,4552100,1061.35
2012-05-24,3774,10235,4372764,128,4552100,1060.90
2012-05-25,4136,9777,4360898,341,4552100,1060.49
2012-05-26,3707,9269,4349611,128,4552100,1060.10
2012-05-27,3475,9186,4338030,128,4552100,1059.70
2012-05-28,3705,8929,4327315,178,4552100,1059.33
2012-05-29,4618,8873,4318338,271,4552100,1059.02
2012-05-30,4508,8785,4309400,229,4552100,1058.71
2012-05-31,4163,8995,4299311,254,4552100,1058.36
2012-06-01,4647,9181,4289799,262,4552100,1058.03
2012-06-02,4158,9092,4279177,421,4552100,1057.66
2012-06-03,3519,9676,4266264,353,4552100,1057.21
2012-06-04,5215,9999,4256526,126,4552100,1056.87
2012-06-05,5856,9828,4248530,59,4552100,1056.59
2012-06-06,5618,9853,4239964,84,4552100,1056.29
2012-06-07,7691,9945,4235110,193,4552100,1056.12
2012-06-08,2567,9329,4221449,125,4552100,1055.64
2012-06-09,3045,9077,4208940,275,4552100,1055.20
2012-06-10,3028,9027,4196464,291,4552100,1054.76
2012-06-11,4599,9133,4186844,316,4552100,1054.42
2012-06-12,4698,9501,4176659,332,4552100,1054.06
2012-06-13,2285,9450,4161726,364,4552100,1053.53
2012-06-14,3503,9845,4148492,330,4552100,1053.06
2012-06-15,3019,9959,4133909,412,4552100,1052.54
2012-06-16,3465,11007,4118215,370,4552100,1051.98
2012-06-17,3028,10586,4102313,459,4552100,1051.41
2012-06-18,3612,10543,4087820,376,4552100,1050.89
2012-06-19,3773,10545,4073659,367,4552100,1050.38
2012-06-20,3772,10659,4059515,244,4552100,1049.87
2012-06-21,3306,10938,4043764,309,4552100,1049.30
2012-06-22,3697,10285,4029972,365,4552100,1048.80
2012-06-23,2794,10993,4013470,121,4552100,1048.20
2012-06-24,2735,12588,3993734,97,4552100,1047.48
2012-06-25,3514,12814,3974872,209,4552100,1046.79
2012-06-26,3810,13160,3956072,128,4552100,1046.10
2012-06-27,4095,12932,3938163,192,4552100,1045.44
2012-06-28,4046,13016,3919756,310,4552100,1044.76
2012-06-29,3151,12748,3900327,198,4552100,1044.04
2012-06-30,3247,12841,3880716,293,4552100,1043.31
2012-07-01,3049,12614,3861165,292,4552100,1042.58
2012-07-02,3386,12307,3843003,236,4552100,1041.90
2012-07-03,3722,12663,3824647,313,4552100,1041.21
2012-07-04,2455,12307,3804502,304,4552100,1040.45
2012-07-05,3173,12591,3785173,327,4552100,1039.72
2012-07-06,2980,12755,3765309,240,4552100,1038.97
2012-07-07,3391,12915,3745806,309,4552100,1038.23
2012-07-08,3175,12853,3726106,254,4552100,1037.48
2012-07-09,3649,12546,3707775,345,4552100,1036.78
2012-07-10,3537,12744,3688981,268,4552100,1036.06
2012-07-11,3703,12830,3670273,305,4552100,1035.34
2012-07-12,3446,12882,3651104,228,4552100,1034.60
2012-07-13,2601,12809,3630195,333,4552100,1033.79
2012-07-14,2626,12142,3610647,339,4552100,1033.03
2012-07-15,1617,12353,3588890,233,4552100,1032.18
2012-07-16,2331,13070,3566967,314,4552100,1031.32
2012-07-17,2677,12860,3546148,313,4552100,1030.50
2012-07-18,2544,12857,3525662,15,4552100,1029.69
2012-07-19,3775,12404,3508516,15,4552100,1029.01
2012-07-20,3183,12829,3488944,221,4552100,1028.23
2012-07-21,2792,12952,3468195,301,4552100,1027.40
2012-07-22,2236,12384,3447529,271,4552100,1026.57
2012-07-23,3602,12442,3429416,292,4552100,1025.84
2012-07-24,3268,12646,3410138,341,4552100,1025.06
2012-07-25,3057,12924,3389964,304,4552100,1024.24
2012-07-26,2809,12468,3370605,101,4552100,1023.45
2012-07-27,2791,12516,3350831,244,4552100,1022.64
2012-07-28,2465,12756,3329922,250,4552100,1021.78
2012-07-29,2781,13081,3308858,320,4552100,1020.91
2012-07-30,3108,12644,3289339,305,4552100,1020.10
2012-07-31,3874,12836,3271045,261,4552100,1019.34
2012-08-01,4915,12621,3255201,282,4552100,1018.68
2012-08-02,2197,12507,3234155,301,4552100,1017.80
2012-08-03,1404,12518,3211543,286,4552100,1016.85
2012-08-04,2605,12601,3191165,278,4552100,1015.99
2012-08-05,2922,12988,3170650,277,4552100,1015.12
2012-08-06,2471,12323,3150698,207,4552100,1014.27
2012-08-07,2660,12402,3130831,274,4552100,1013.42
2012-08-08,579,11945,3107799,246,4552100,1012.43
2012-08-09,2476,11353,3089734,231,4552100,1011.65
2012-08-10,2922,11806,3071507,305,4552100,1010.86
2012-08-11,2832,11433,3054047,202,4552100,1010.10
2012-08-12,2923,10394,3038723,255,4552100,1009.43
2012-08-13,2315,10293,3022302,301,4552100,1008.71
2012-08-14,3209,10122,3007981,307,4552100,1008.08
2012-08-15,4043,9830,2995986,260,4552100,1007.55
2012-08-16,3016,9527,2982873,100,4552100,1006.97
2012-08-17,3609,9803,2970049,271,4552100,1006.40
2012-08-18,2875,9809,2955902,198,4552100,1005.77
2012-08-19,2643,9693,2941357,283,4552100,1005.12
2012-08-20,2818,9779,2927096,229,4552100,1004.48
2012-08-21,3202,9865,2913310,287,4552100,1003.86
2012-08-22,3147,9649,2900026,195,4552100,1003.26
2012-08-23,3592,9173,2888543,208,4552100,1002.74
2012-08-24,3014,9070,2876209,162,4552100,1002.18
2012-08-25,2255,8667,2863042,226,4552100,1001.58
2012-08-26,2220,8802,2849681,154,4552100,1000.97
2012-08-27,3388,9335,2837478,205,4552100,1000.41
2012-08-28,4605,9130,2828110,198,4552100,999.98
2012-08-29,2691,8192,2816820,191,4552100,999.46
2012-08-30,2257,7896,2805320,159,4552100,998.93
2012-08-31,2767,8020,2794523,190,4552100,998.43
2012-09-01,2601,7748,2783948,184,4552100,997.94
2012-09-02,2545,7987,2772779,189,4552100,997.42
2012-09-03,2250,8023,2760766,283,4552100,996.86
2012-09-04,2571,8059,2749444,220,4552100,996.33
2012-09-05,957,7197,2736658,206,4552100,995.73
2012-09-06,2559,6657,2728158,187,4552100,995.33
2012-09-07,1543,5104,2720723,187,4552100,994.98
2012-09-08,1385,5353,2712481,187,4552100,994.59
2012-09-09,2878,6752,2704451,174,4552100,994.21
2012-09-10,2606,7014,2695389,161,4552100,993.78
2012-09-11,2643,6890,2686561,204,4552100,993.36
2012-09-12,3104,5593,2681306,160,4552100,993.11
2012-09-13,3246,5808,2675858,185,4552100,992.85
2012-09-14,2877,5779,2669796,154,4552100,992.56
2012-09-15,2703,5723,2663733,37,4552100,992.27
2012-09-16,2660,5500,2657673,215,4552100,991.98
2012-09-17,2840,5905,2651228,184,4552100,991.67
2012-09-18,3830,5459,2647694,153,4552100,991.50
2012-09-19,2756,5729,2641457,171,4552100,991.20
2012-09-20,2871,6035,2634818,183,4552100,990.88
2012-09-21,3456,5462,2630476,183,4552100,990.67
2012-09-22,3108,5354,2625720,152,4552100,990.44
2012-09-23,3370,4886,2622412,152,4552100,990.28
2012-09-24,3636,5110,2619103,194,4552100,990.12
2012-09-25,1880,5364,2611893,151,4552100,989.77
2012-09-26,2412,4981,2606546,127,4552100,989.51
2012-09-27,3598,4825,2603873,121,4552100,989.38
2012-09-28,2983,4545,2600583,97,4552100,989.22
2012-09-29,2674,4628,2596265,223,4552100,989.01
2012-09-30,2356,4547,2591560,181,4552100,988.78
2012-10-01,2861,4124,2588696,181,4530800,988.64
2012-10-02,1650,4133,2583379,198,4509500,988.38
2012-10-03,2289,4663,2578266,204,4488200,988.13
2012-10-04,2105,3944,2574393,114,4466900,987.94
2012-10-05,2804,4155,2571357,180,4445500,987.79
2012-10-06,1585,4148,2566095,90,4424200,987.53
2012-10-07,2486,4239,2562452,84,4402900,987.35
2012-10-08,2709,4529,2558606,119,4381600,987.16
2012-10-09,2049,4087,2554352,107,4360300,986.95
2012-10-10,2421,4984,2549067,101,4339000,986.69
2012-10-11,2285,4553,2544391,89,4317700,986.46
2012-10-12,2785,4420,2540936,107,4296400,986.29
2012-10-13,2514,4329,2537277,30,4275100,986.11
2012-10-14,2754,4532,2533633,59,4253700,985.93
2012-10-15,2648,4515,2529812,59,4232400,985.74
2012-10-16,2659,4580,2525789,107,4211100,985.54
2012-10-17,2469,4463,2521565,136,4189800,985.33
2012-10-18,2714,4922,2516939,124,4168500,985.10
2012-10-19,2564,4872,2512127,118,4147200,984.86
2012-10-20,2224,5262,2505926,88,4125900,984.55
2012-10-21,2343,5150,2500125,118,4104600,984.26
2012-10-22,3351,4953,2496924,12,4083200,984.10
2012-10-23,3331,5082,2493333,59,4061900,983.92
2012-10-24,3320,5013,2489951,12,4040600,983.75
2012-10-25,3675,4649,2487763,129,4019300,983.64
2012-10-26,3180,5074,2483983,12,3998000,983.45
2012-10-27,3368,4985,2480601,88,3976700,983.28
2012-10-28,3456,4813,2477816,47,3955400,983.14
2012-10-29,3382,4874,2474833,12,3934100,982.99
2012-10-30,3455,5508,2470679,41,3912800,982.78
2012-10-31,3246,5498,2466130,41,3891400,982.55
2012-11-01,3475,5563,2461976,6,3870100,982.34
2012-11-02,2220,5470,2455449,41,3848800,982.01
2012-11-03,2980,5396,2450530,64,3827500,981.76
2012-11-04,2825,5340,2445415,64,3806200,981.50
2012-11-05,2672,5858,2438923,87,3784900,981.17
2012-11-06,3489,5477,2434797,92,3763600,980.96
2012-11-07,4808,4960,2434405,46,3742300,980.94
2012-11-08,3684,5187,2431276,75,3721000,980.78
2012-11-09,3949,5361,2427755,363,3699600,980.60
2012-11-10,2364,5161,2422083,63,3678300,980.31
2012-11-11,2863,5074,2417584,57,3657000,980.08
2012-11-12,3732,5261,2414460,46,3635700,979.92
2012-11-13,4131,5182,2412317,29,3614400,979.81
2012-11-14,3487,5238,2408810,17,3593100,979.63
2012-11-15,2359,6045,2401407,46,3571800,979.25
2012-11-16,2650,6036,2394599,46,3550500,978.90
2012-11-17,6383,5274,2396731,34,3529100,979.01
2012-11-18,3383,5314,2392855,23,3507800,978.81
2012-11-19,4171,5412,2390337,28,3486500,978.68
2012-11-20,16098,4907,2412512,11,3465200,979.82
2012-11-21,13913,4343,2431471,12,3443900,980.79
2012-11-22,6842,4417,2435972,156,3422600,981.02
2012-11-23,5431,4855,2436759,179,3401300,981.06
2012-11-24,5396,3944,2439513,64,3380000,981.20
2012-11-25,3812,4179,2438727,29,3358700,981.16
2012-11-26,4951,4596,2439317,58,3337300,981.19
2012-11-27,4892,3871,2441284,29,3316000,981.29
2012-11-28,7895,3806,2449349,23,3294700,981.70
2012-11-29,18740,2771,2480999,12,3273400,983.30
2012-11-30,43591,1387,2564273,221,3252100,987.44
2012-12-01,43296,1867,2646447,0,3252100,991.44
2012-12-02,74894,1003,2792795,108,3252100,998.35
2012-12-03,29776,2124,2847502,71,3252100,1000.87
2012-12-04,21292,3234,2883257,32,3252100,1002.50
2012-12-05,21341,1246,2923089,13,3252100,1004.30
2012-12-06,17774,3050,2952098,99,3252100,1005.60
2012-12-07,15581,2102,2978598,119,3252100,1006.78
2012-12-08,13379,2219,3000509,113,3252100,1007.75
2012-12-09,11630,3961,3015483,120,3252100,1008.41
2012-12-10,9721,4699,3025258,94,3252100,1008.84
2012-12-11,7855,3196,3034380,60,3252100,1009.24
2012-12-12,7504,4034,3041237,13,3252100,1009.54
2012-12-13,7856,3912,3049007,27,3252100,1009.88
2012-12-14,5731,3988,3052439,13,3252100,1010.03
2012-12-15,5801,4106,3055655,74,3252100,1010.17
2012-12-16,5586,4095,3058412,101,3252100,1010.29
2012-12-17,8235,4147,3066453,34,3252100,1010.64
2012-12-18,7599,2944,3075647,20,3252100,1011.04
2012-12-19,7187,2366,3085115,48,3252100,1011.45
2012-12-20,7977,2265,3096431,7,3252100,1011.94
2012-12-21,11917,2745,3114298,164,3252100,1012.71
2012-12-22,15425,1534,3141565,144,3252100,1013.88
2012-12-23,27624,1502,3193060,160,3252100,1016.07
2012-12-24,19016,2007,3226770,14,3262300,1017.49
2012-12-25,14561,2224,3251130,56,3272300,1018.51
2012-12-26,13061,2265,3272489,28,3282300,1019.40
2012-12-27,7666,2313,3283078,14,3293000,1019.84
2012-12-28,7472,2266,3293194,106,3304100,1020.26
2012-12-29,5547,2131,3299942,14,3315800,1020.54
2012-12-30,6301,2499,3307412,36,3327800,1020.85
2012-12-31,7819,2434,3318052,21,3339600,1021.29
2013-01-01,6360,1942,3326773,21,3352000,1021.65
2013-01-02,6701,2470,3335009,79,3364600,1021.99
2013-01-03,9881,2013,3350588,14,3376200,1022.63
2013-01-04,6379,2568,3358134,7,3389300,1022.94
2013-01-05,5849,2762,3364244,7,3402900,1023.19
2013-01-06,5711,2606,3370360,22,3416700,1023.44
2013-01-07,4739,3614,3372563,14,3431300,1023.53
2013-01-08,4846,3090,3375988,29,3446000,1023.67
2013-01-09,6517,3129,3382594,58,3459900,1023.94
2013-01-10,6332,5621,3383817,94,3474000,1023.99
2013-01-11,9247,4070,3393899,94,3486300,1024.40
2013-01-12,6514,3254,3400293,36,3500500,1024.66
2013-01-13,7689,3422,3408655,51,3513900,1025.00
2013-01-14,5115,3929,3410879,65,3529400,1025.09
2013-01-15,5990,3424,3415823,73,3544300,1025.29
2013-01-16,5134,4416,3417058,95,3560000,1025.34
2013-01-17,4476,4367,3417058,109,3576400,1025.34
2013-01-18,4679,4570,3417058,109,3592700,1025.34
2013-01-19,4459,4122,3417553,87,3609300,1025.36
2013-01-20,4351,3428,3419283,51,3626100,1025.43
2013-01-21,4476,2901,3422249,80,3642800,1025.55
2013-01-22,5717,4867,3423732,102,3658200,1025.61
2013-01-23,6323,3933,3428428,22,3673000,1025.80
2013-01-24,6820,4321,3433371,7,3687300,1026.00
2013-01-25,5984,3495,3438090,110,3702500,1026.19
2013-01-26,7411,3544,3445542,110,3716100,1026.49
2013-01-27,7618,3707,3452994,154,3729300,1026.79
2013-01-28,6818,4461,3457465,103,3743600,1026.97
2013-01-29,6411,3830,3462454,66,3758500,1027.17
2013-01-30,6311,3461,3467946,81,3773500,1027.39
2013-01-31,7063,4059,3473687,110,3787400,1027.62
2013-02-01,6767,4140,3478680,110,3801800,1027.82
2013-02-02,8115,4377,3485933,81,3814100,1028.11
2013-02-03,7169,3449,3493209,52,3827900,1028.40
2013-02-04,6492,4491,3496973,103,3842800,1028.55
2013-02-05,5844,3151,3502242,37,3858600,1028.76
2013-02-06,5499,4354,3504500,7,3875000,1028.85
2013-02-07,7288,4052,3510785,67,3888500,1029.10
2013-02-08,7058,3806,3517089,74,3902300,1029.35
2013-02-09,6882,3810,3522888,148,3916400,1029.58
2013-02-10,7695,3389,3531209,111,3929200,1029.91
2013-02-11,7588,3725,3538546,164,3942100,1030.20
2013-02-12,4780,3593,3540827,37,3960100,1030.29
2013-02-13,6286,3596,3546148,7,3975300,1030.50
2013-02-14,6401,4139,3550456,90,3990200,1030.67
2013-02-15,5077,4071,3552230,112,4007700,1030.74
2013-02-16,6228,3343,3557804,75,4022900,1030.96
2013-02-17,4821,2808,3561619,90,4040900,1031.11
2013-02-18,5040,3372,3564675,127,4058300,1031.23
2013-02-19,6550,3319,3571041,22,4072600,1031.48
2013-02-20,5249,3437,3574606,15,4089600,1031.62
2013-02-21,5903,3480,3579190,112,4105200,1031.80
2013-02-22,5990,3203,3584539,90,4120600,1032.01
2013-02-23,5970,3535,3589145,113,4136000,1032.19
2013-02-24,6587,3385,3595288,105,4149900,1032.43
2013-02-25,5101,3835,3597591,105,4167300,1032.52
2013-02-26,6405,3036,3603989,143,4181600,1032.77
2013-02-27,5700,3804,3607572,90,4197600,1032.91
2013-02-28,4965,3324,3610647,91,4215200,1033.03
2013-03-01,5806,3723,3614762,8,4230800,1033.19
2013-03-02,5985,3316,3619906,76,4245900,1033.39
2013-03-03,5800,3276,3624793,60,4261400,1033.58
2013-03-04,5740,3437,3629166,98,4277100,1033.75
2013-03-05,6031,3744,3633538,83,4292000,1033.92
2013-03-06,8534,3427,3643608,30,4300400,1034.31
2013-03-07,7445,3498,3651362,38,4311800,1034.61
2013-03-08,7558,4508,3657307,53,4323000,1034.84
2013-03-09,6354,3153,3663520,69,4337400,1035.08
2013-03-10,6689,4649,3667416,76,4351000,1035.23
2013-03-11,6588,4895,3670533,122,4364900,1035.35
2013-03-12,4975,4214,3671831,107,4383300,1035.40
2013-03-13,5066,4466,3672870,76,4401300,1035.44
2013-03-14,6896,4440,3677545,99,4414000,1035.62
2013-03-15,6470,4460,3681441,46,4428000,1035.77
2013-03-16,6472,4802,3684558,99,4442000,1035.89
2013-03-17,7032,3804,3690808,77,4454300,1036.13
2013-03-18,6036,4248,3694202,77,4469600,1036.26
2013-03-19,5831,4934,3695768,107,4485600,1036.32
2013-03-20,9834,3750,3707775,31,4489100,1036.78
2013-03-21,6745,3554,3714042,31,4503400,1037.02
2013-03-22,7792,3219,3722959,77,4514400,1037.36
2013-03-23,8220,3476,3732138,116,4524300,1037.71
2013-03-24,6589,2942,3739219,77,4539500,1037.98
2013-03-25,5835,3602,3743434,108,4552100,1038.14
2013-03-26,5983,3568,3748178,23,4552100,1038.32
2013-03-27,6207,3776,3752922,39,4552100,1038.50
2013-03-28,6349,4474,3756612,15,4552100,1038.64
2013-03-29,6531,5782,3757930,85,4552100,1038.69
2013-03-30,7013,5147,3761356,139,4552100,1038.82
2013-03-31,10069,5008,3771133,132,4552100,1039.19
2013-04-01,7877,5522,3775636,85,4552100,1039.36
2013-04-02,7974,4008,3783319,93,4552100,1039.65
2013-04-03,7663,4867,3788617,125,4552100,1039.85
2013-04-04,9694,4338,3799208,16,4552100,1040.25
2013-04-05,9571,4217,3809796,16,4552100,1040.65
2013-04-06,11200,4692,3822518,94,4552100,1041.13
2013-04-07,10088,3934,3834490,118,4552100,1041.58
2013-04-08,9523,5231,3842737,134,4552100,1041.89
2013-04-09,9444,5489,3850207,189,4552100,1042.17
2013-04-10,8458,5217,3856354,142,4552100,1042.40
2013-04-11,8136,4744,3862768,158,4552100,1042.64
2013-04-12,7995,5063,3868114,237,4552100,1042.84
2013-04-13,7329,4593,3873196,174,4552100,1043.03
2013-04-14,6535,4441,3876956,198,4552100,1043.17
2013-04-15,6726,4760,3880447,206,4552100,1043.30
2013-04-16,5808,4718,3882327,142,4552100,1043.37
2013-04-17,6412,5704,3883402,166,4552100,1043.41
2013-04-18,6953,4795,3887430,127,4552100,1043.56
2013-04-19,5041,6667,3883939,134,4552100,1043.43
2013-04-20,5079,6004,3881790,158,4552100,1043.35
2013-04-21,4854,6377,3878299,237,4552100,1043.22
2013-04-22,6311,7254,3875882,276,4552100,1043.13
2013-04-23,4676,7000,3870786,245,4552100,1042.94
2013-04-24,4623,8691,3862234,244,4552100,1042.62
2013-04-25,4603,9066,3853147,118,4552100,1042.28
2013-04-26,4162,11226,3838746,196,4552100,1041.74
2013-04-27,4024,9651,3827041,274,4552100,1041.30
2013-04-28,4858,10500,3815354,250,4552100,1040.86
2013-04-29,4304,10170,3803178,273,4552100,1040.40
2013-04-30,3651,10893,3788352,233,4552100,1039.84
2013-05-01,4221,10745,3774842,287,4552100,1039.33
2013-05-02,3904,10681,3761092,155,4552100,1038.81
2013-05-03,4365,10245,3748969,232,4552100,1038.35
2013-05-04,3654,10189,3735548,231,4552100,1037.84
2013-05-05,3757,9710,3723221,262,4552100,1037.37
2013-05-06,4520,10582,3710907,146,4552100,1036.90
2013-05-07,5180,11064,3699161,38,4552100,1036.45
2013-05-08,3788,11505,3683779,38,4552100,1035.86
2013-05-09,5361,11716,3671052,61,4552100,1035.37
2013-05-10,5393,11619,3658340,183,4552100,1034.88
2013-05-11,4635,11344,3644642,197,4552100,1034.35
2013-05-12,4635,11344,3632300,394,4552100,1034.35
2013-05-13,4873,11497,3618620,249,4552100,1033.34
2013-05-14,3033,11034,3602197,279,4552100,1032.70
2013-05-15,2871,10715,3586074,285,4552100,1032.07
2013-05-16,2937,10714,3570277,187,4552100,1031.45
2013-05-17,3125,11052,3554510,22,4552100,1030.83
2013-05-18,3756,10815,3540066,223,4552100,1030.26
2013-05-19,3333,9991,3526418,223,4552100,1029.72
2013-05-20,4387,10116,3514568,245,4552100,1029.25
2013-05-21,4158,10233,3501991,266,4552100,1028.75
2013-05-22,3332,10642,3486937,280,4552100,1028.15
2013-05-23,3372,12312,3468694,257,4552100,1027.42
2013-05-24,3721,11652,3452745,110,4552100,1026.78
2013-05-25,3227,10705,3437594,161,4552100,1026.17
2013-05-26,3666,10312,3423979,218,4552100,1025.62
2013-05-27,3895,9591,3412610,36,4552100,1025.16
2013-05-28,3958,10270,3400047,22,4552100,1024.65
2013-05-29,3253,10226,3386029,94,4552100,1024.08
2013-05-30,3430,8893,3374765,216,4552100,1023.62
2013-05-31,3225,9177,3362531,216,4552100,1023.12
2013-06-01,3538,9222,3350588,337,4552100,1022.63
2013-06-02,3000,8569,3338903,322,4552100,1022.15
2013-06-03,4220,9108,3328711,250,4552100,1021.73
2013-06-04,3674,8512,3318536,292,4552100,1021.31
2013-06-05,3887,8960,3307894,292,4552100,1020.87
2013-06-06,3388,9814,3294640,256,4552100,1020.32
2013-06-07,3216,11138,3278506,212,4552100,1019.65
2013-06-08,1914,11152,3259750,218,4552100,1018.87
2013-06-09,2719,10335,3243948,351,4552100,1018.21
2013-06-10,3967,10300,3230582,406,4552100,1017.65
2013-06-11,3379,10461,3216050,244,4552100,1017.04
2013-06-12,3157,10203,3201590,244,4552100,1016.43
2013-06-13,2974,10476,3186213,250,4552100,1015.78
2013-06-14,3326,10624,3171121,311,4552100,1015.14
2013-06-15,3059,10813,3155154,296,4552100,1014.46
2013-06-16,2527,10496,3138531,412,4552100,1013.75
2013-06-17,3639,10702,3123830,349,4552100,1013.12
2013-06-18,2971,11407,3106406,348,4552100,1012.37
2013-06-19,2501,10916,3089041,340,4552100,1011.62
2013-06-20,2959,10621,3073345,251,4552100,1010.94
2013-06-21,2980,9944,3059331,101,4552100,1010.33
2013-06-22,3710,9548,3046950,404,4552100,1009.79
2013-06-23,2808,10982,3030723,7,4552100,1009.08
2013-06-24,4086,9774,3019347,47,4552100,1008.58
2013-06-25,6852,10621,3011845,13,4552100,1008.25
2013-06-26,6038,11746,3000509,7,4552100,1007.75
2013-06-27,5217,11031,2987845,571,4552100,1007.19
2013-06-28,3490,11356,2971849,199,4552100,1006.48
2013-06-29,4733,11939,2956574,495,4552100,1005.80
2013-06-30,2582,11635,2938227,197,4552100,1004.98
2013-07-01,2973,10852,2921976,314,4552100,1004.25
2013-07-02,2663,11118,2904676,267,4552100,1003.47
2013-07-03,3736,11041,2889645,273,4552100,1002.79
2013-07-04,1878,11049,2870929,265,4552100,1001.94
2013-07-05,2875,11552,2853183,270,4552100,1001.13
2013-07-06,3164,11103,2836825,308,4552100,1000.38
2013-07-07,3661,11552,2820728,224,4552100,999.64
2013-07-08,3660,11340,2805104,197,4552100,998.92
2013-07-09,2492,10987,2787828,215,4552100,998.12
2013-07-10,2492,10750,2761194,264,4552100,996.88
2013-07-11,3510,11552,2744745,251,4552100,996.11
2013-07-12,2846,10239,2729646,219,4552100,995.40
2013-07-13,3433,10954,2714172,280,4552100,994.67
2013-07-14,3176,10777,2698542,279,4552100,993.93
2013-07-15,2825,10455,2683408,0,4552100,993.21
2013-07-16,3024,10515,2668123,215,4552100,992.48
2013-07-17,2135,10470,2651020,288,4552100,991.66
2013-07-18,3198,10558,2636058,183,4552100,990.94
2013-07-19,2208,10678,2618896,182,4552100,990.11
2013-07-20,3444,10941,2603667,181,4552100,989.37
2013-07-21,3184,12408,2585015,180,4552100,988.46
2013-07-22,3325,10841,2569535,288,4552100,987.70
2013-07-23,2034,10607,2552116,209,4552100,986.84
2013-07-24,3443,10807,2537074,220,4552100,986.10
2013-07-25,2973,11008,2520761,189,4552100,985.29
2013-07-26,3257,10738,2505526,200,4552100,984.53
2013-07-27,2716,10806,2488956,264,4552100,983.70
2013-07-28,2724,9670,2474635,274,4552100,982.98
2013-07-29,2927,9546,2460987,262,4552100,982.29
2013-07-30,2469,9580,2446595,145,4552100,981.56
2013-07-31,2933,9212,2433819,162,4552100,980.91
2013-08-01,2546,9190,2420322,161,4552100,980.22
2013-08-02,2393,8516,2407836,172,4552100,979.58
2013-08-03,3141,8667,2396536,171,4552100,979.00
2013-08-04,2481,8756,2383750,171,4552100,978.34
2013-08-05,5713,8835,2377163,199,4552100,978.00
2013-08-06,2671,8763,2364642,221,4552100,977.35
2013-08-07,2660,8759,2352154,197,4552100,976.70
2013-08-08,2868,8005,2341620,174,4552100,976.15
2013-08-09,1836,7878,2329414,112,4552100,975.51
2013-08-10,2458,7570,2318943,167,4552100,974.96
2013-08-11,3160,8721,2307582,167,4552100,974.36
2013-08-12,2663,8877,2294928,166,4552100,973.69
2013-08-13,2487,9037,2281936,0,4552100,973.00
2013-08-14,2492,9501,2267707,165,4552100,972.24
2013-08-15,3346,9454,2255210,192,4552100,971.57
2013-08-16,2846,8668,2243305,180,4552100,970.93
2013-08-17,2619,8290,2231645,207,4552100,970.30
2013-08-18,3019,8199,2220941,217,4552100,969.72
2013-08-19,3038,7898,2210820,243,4552100,969.17
2013-08-20,2564,8472,2198728,188,4552100,968.51
2013-08-21,3179,8078,2188853,80,4552100,967.97
2013-08-22,2869,7833,2178667,171,4552100,967.41
2013-08-23,2361,7253,2168678,144,4552100,966.86
2013-08-24,3115,7240,2160179,160,4552100,966.39
2013-08-25,3711,7561,2152228,159,4552100,965.95
2013-08-26,5032,8136,2145756,159,4552100,965.59
2013-08-27,2536,7117,2136408,132,4552100,965.07
2013-08-28,2627,6591,2128180,184,4552100,964.61
2013-08-29,1239,7295,2115857,157,4552100,963.92
2013-08-30,2208,6261,2107506,157,4552100,963.45
2013-08-31,2212,5175,2101287,172,4552100,963.10
2013-09-01,2026,5883,2093327,156,4552100,962.65
2013-09-02,2785,5568,2087498,156,4552100,962.32
2013-09-03,3072,5599,2082198,145,4552100,962.02
2013-09-04,1758,6269,2073065,93,4552100,961.50
2013-09-05,2531,6152,2065514,186,4552100,961.07
2013-09-06,2151,5986,2057652,129,4552100,960.62
