datetime,SHA_INFLOW_CFS,SHA_OUTFLOW_CFS,SHA_STORAGE_AF,SHA_EVAP_CFS,SHA_TOC STO_AF,SHA_RES ELE_FEET
2002-02-18,7402,3570,3644125,53,3969800,1034.33
2002-02-19,13571,3092,3664818,46,3969800,1035.13
2002-02-20,18595,1725,3697595,345,3969800,1036.39
2002-02-21,15202,1995,3723746,23,3969800,1037.39
2002-02-22,15430,2269,3749759,46,3969800,1038.38
2002-02-23,14851,2701,3773782,39,3969800,1039.29
2002-02-24,13891,2785,3795766,23,3969800,1040.12
2002-02-25,10020,3411,3808737,70,3969200,1040.61
2002-02-26,8945,2976,3820390,94,3969200,1041.05
2002-02-27,11264,5396,3831563,235,3969200,1041.47
2002-02-28,8556,4532,3839544,0,3969200,1041.77
2002-03-01,8917,5508,3845930,189,3969200,1042.01
2002-03-02,9782,5891,3853414,118,3969200,1042.29
2002-03-03,9193,4993,3861432,158,3969200,1042.59
2002-03-04,8051,5927,3865441,103,4080900,1042.74
2002-03-05,8018,5887,3869450,110,4080900,1042.89
2002-03-06,10213,5481,3878836,0,4080900,1043.24
2002-03-07,12022,5658,3891459,0,4080900,1043.71
2002-03-08,11243,5684,3902486,0,4080900,1044.12
2002-03-09,10153,5761,3910851,175,4080900,1044.43
2002-03-10,12264,5734,3923803,0,4080900,1044.91
2002-03-11,11489,5319,3935993,24,4141600,1045.36
2002-03-12,10189,5067,3946026,64,4141600,1045.73
2002-03-13,9958,5032,3955527,136,4141600,1046.08
2002-03-14,10494,5137,3966153,0,4141600,1046.47
2002-03-15,10576,5535,3975962,96,4141600,1046.83
2002-03-16,9978,5126,3985522,32,4141600,1047.18
2002-03-17,8593,3074,3996198,137,4141600,1047.57
2002-03-18,7901,4727,4002494,0,4243700,1047.80
2002-03-19,7398,5207,4006600,121,4243700,1047.95
2002-03-20,6861,4949,4010169,113,4243700,1048.08
2002-03-21,6328,4371,4013745,154,4243700,1048.21
2002-03-22,8880,4174,4022821,130,4243700,1048.54
2002-03-23,13192,3716,4041553,32,4243700,1049.22
2002-03-24,10557,3443,4055647,8,4243700,1049.73
2002-03-25,9265,3462,4066995,82,4344400,1050.14
2002-03-26,9154,3456,4078102,98,4344400,1050.54
2002-03-27,8276,3321,4087542,196,4344400,1050.88
2002-03-28,8928,2724,4099523,164,4344400,1051.31
2002-03-29,9301,2948,4111798,164,4344400,1051.75
2002-03-30,10205,2909,4125780,247,4344400,1052.25
2002-03-31,8627,3184,4136151,214,4462200,1052.62
2002-04-01,6532,3566,4141476,281,4462200,1052.81
2002-04-02,7382,3463,4148773,240,4462200,1053.07
2002-04-03,7622,3449,4156658,198,4462200,1053.35
2002-04-04,9349,3404,4168203,124,4462200,1053.76
2002-04-05,9373,3332,4180054,66,4462200,1054.18
2002-04-06,9100,3252,4191654,0,4462200,1054.59
2002-04-07,9538,3422,4203538,125,4462200,1055.01
2002-04-08,7724,3417,4211783,150,4552100,1055.30
2002-04-09,8611,3326,4222017,125,4552100,1055.66
2002-04-10,8309,3436,4231683,0,4552100,1056.00
2002-04-11,8494,3515,4241392,84,4552100,1056.34
2002-04-12,9660,3505,4253385,109,4552100,1056.76
2002-04-13,8739,3549,4263395,143,4552100,1057.11
2002-04-14,9945,3837,4275160,177,4552100,1057.52
2002-04-15,7777,4869,4280325,304,4552100,1057.70
2002-04-16,8311,4603,4287212,236,4552100,1057.94
2002-04-17,7639,5172,4292105,0,4552100,1058.11
2002-04-18,7373,5023,4296717,25,4552100,1058.27
2002-04-19,7512,5744,4299888,169,4552100,1058.38
2002-04-20,6600,5234,4302194,203,4552100,1058.46
2002-04-21,8476,5443,4307959,127,4552100,1058.66
2002-04-22,6626,6244,4308247,237,4552100,1058.67
2002-04-23,7042,6660,4308535,237,4552100,1058.68
2002-04-24,7031,6632,4308823,254,4552100,1058.69
2002-04-25,7125,7726,4307094,271,4552100,1058.63
2002-04-26,6906,7019,4306517,178,4552100,1058.61
2002-04-27,6393,7557,4303923,144,4552100,1058.52
2002-04-28,6814,8174,4301041,93,4552100,1058.42
2002-04-29,6192,7715,4297870,76,4552100,1058.31
2002-04-30,7823,8319,4296717,85,4552100,1058.27
2002-05-01,6937,6476,4297582,25,4552100,1058.30
2002-05-02,6035,8122,4293258,93,4552100,1058.15
2002-05-03,6536,7359,4291240,194,4552100,1058.08
2002-05-04,5342,7357,4286925,160,4552100,1057.93
2002-05-05,5855,7483,4283195,253,4552100,1057.80
2002-05-06,6074,7830,4279177,270,4552100,1057.66
2002-05-07,3831,6140,4274012,295,4552100,1057.48
2002-05-08,5307,8518,4267125,261,4552100,1057.24
2002-05-09,5806,7001,4264255,252,4552100,1057.14
2002-05-10,5661,6916,4261099,336,4552100,1057.03
2002-05-11,6698,7193,4259667,227,4552100,1056.98
2002-05-12,6395,7151,4257668,252,4552100,1056.91
2002-05-13,6029,9215,4250815,269,4552100,1056.67
2002-05-14,5570,9765,4241963,268,4552100,1056.36
2002-05-15,5750,8810,4235395,251,4552100,1056.13
2002-05-16,5363,9582,4226281,376,4552100,1055.81
2002-05-17,4615,9103,4216900,242,4552100,1055.48
2002-05-18,5656,8947,4209793,292,4552100,1055.23
2002-05-19,7837,8091,4209224,33,4552100,1055.21
2002-05-20,7744,9806,4204391,375,4552100,1055.04
2002-05-21,7244,8036,4202688,67,4552100,1054.98
2002-05-22,5639,8837,4196181,83,4552100,1054.75
2002-05-23,5422,8512,4189673,191,4552100,1054.52
2002-05-24,5642,9839,4180903,224,4552100,1054.21
2002-05-25,4528,8411,4172708,249,4552100,1053.92
2002-05-26,3402,9709,4159755,223,4552100,1053.46
2002-05-27,4260,9123,4149618,248,4552100,1053.10
2002-05-28,5920,9037,4143158,140,4552100,1052.87
2002-05-29,5839,9464,4135590,190,4552100,1052.60
2002-05-30,5960,8688,4129704,239,4552100,1052.39
2002-05-31,5639,9226,4121856,370,4552100,1052.11
2002-06-01,5076,9024,4113472,279,4552100,1051.81
2002-06-02,4296,9643,4102313,279,4552100,1051.41
2002-06-03,5211,9325,4093664,246,4552100,1051.10
2002-06-04,5177,9378,4084765,286,4552100,1050.78
2002-06-05,4674,8835,4075880,318,4552100,1050.46
2002-06-06,3875,8868,4065329,326,4552100,1050.08
2002-06-07,3969,9297,4053988,390,4552100,1049.67
2002-06-08,2677,9441,4039895,341,4552100,1049.16
2002-06-09,2297,8925,4026122,316,4552100,1048.66
2002-06-10,4406,9727,4015120,226,4552100,1048.26
2002-06-11,5002,10289,4004137,250,4552100,1047.86
2002-06-12,3587,9574,3991544,362,4552100,1047.40
2002-06-13,4591,10784,3978687,289,4552100,1046.93
2002-06-14,3650,11967,3961521,337,4552100,1046.30
2002-06-15,2975,11319,3944399,288,4552100,1045.67
2002-06-16,3579,12443,3926232,295,4552100,1045.00
2002-06-17,3826,11702,3910042,286,4552100,1044.40
2002-06-18,3751,12006,3893071,301,4552100,1043.77
2002-06-19,3503,11981,3875613,324,4552100,1043.12
2002-06-20,4137,11899,3859561,331,4552100,1042.52
2002-06-21,3322,12161,3841407,314,4552100,1041.84
2002-06-22,3348,12731,3822252,274,4552100,1041.12
2002-06-23,3162,12010,3804237,234,4552100,1040.44
2002-06-24,4528,12822,3787292,249,4552100,1039.80
2002-06-25,3113,12010,3769014,318,4552100,1039.11
2002-06-26,2486,11204,3751077,325,4552100,1038.43
2002-06-27,1368,10164,3732925,355,4552100,1037.74
2002-06-28,3809,13294,3713517,300,4552100,1037.00
2002-06-29,3416,10983,3697856,329,4552100,1036.40
2002-06-30,2180,11467,3678844,298,4552100,1035.67
2002-07-01,3734,12033,3661702,343,4552100,1035.01
2002-07-02,4610,12137,3645417,683,4552100,1034.38
2002-07-03,4480,12423,3629166,250,4552100,1033.75
2002-07-04,2603,12119,3609619,339,4552100,1032.99
2002-07-05,3388,12097,3591705,323,4552100,1032.29
2002-07-06,2542,11784,3572824,277,4552100,1031.55
2002-07-07,2716,11230,3555270,336,4552100,1030.86
2002-07-08,3409,11167,3539306,290,4552100,1030.23
2002-07-09,3931,11732,3523140,349,4552100,1029.59
2002-07-10,3927,11616,3507009,444,4552100,1028.95
2002-07-11,3234,12896,3486937,457,4552100,1028.15
2002-07-12,3635,13227,3467197,360,4552100,1027.36
2002-07-13,4107,13170,3448771,227,4552100,1026.62
2002-07-14,1943,12040,3428181,284,4552100,1025.79
2002-07-15,3964,13094,3409396,341,4552100,1025.03
2002-07-16,4071,13542,3389964,326,4552100,1024.24
2002-07-17,4128,13433,3370850,332,4552100,1023.46
2002-07-18,3957,13272,3351805,287,4552100,1022.68
2002-07-19,3904,13486,3332344,229,4552100,1021.88
2002-07-20,2921,12859,3312238,199,4552100,1021.05
2002-07-21,2688,13463,3290303,284,4552100,1020.14
2002-07-22,3510,12659,3271526,318,4552100,1019.36
2002-07-23,3535,13230,3251849,225,4552100,1018.54
2002-07-24,4028,13219,3233202,210,4552100,1017.76
2002-07-25,4003,13266,3214386,223,4552100,1016.97
2002-07-26,3415,12856,3195192,236,4552100,1016.16
2002-07-27,2216,12535,3174423,152,4552100,1015.28
2002-07-28,2818,12459,3154685,310,4552100,1014.44
2002-07-29,3096,11969,3136431,330,4552100,1013.66
2002-07-30,3084,11766,3118709,253,4552100,1012.90
2002-07-31,4263,12003,3102924,218,4552100,1012.22
2002-08-01,3512,11020,3087425,306,4552100,1011.55
2002-08-02,2951,10951,3071047,257,4552100,1010.84
2002-08-03,3129,11668,3053588,263,4552100,1010.08
2002-08-04,3575,11444,3037580,202,4552100,1009.38
2002-08-05,3589,11335,3021393,415,4552000,1008.67
2002-08-06,3282,11458,3004805,187,4552000,1007.94
2002-08-07,3942,11187,2990106,166,4552000,1007.29
2002-08-08,3795,10746,2975898,212,4552000,1006.66
2002-08-09,3927,9988,2963299,291,4552000,1006.10
2002-08-10,3842,10129,2950308,263,4552000,1005.52
2002-08-11,3451,9934,2936668,394,4552000,1004.91
2002-08-12,3503,10410,2922643,164,4552000,1004.28
2002-08-13,3427,9986,2909104,267,4552000,1003.67
2002-08-14,3338,10189,2894934,293,4552000,1003.03
2002-08-15,3616,9760,2882156,298,4552000,1002.45
2002-08-16,4265,9946,2870491,200,4552000,1001.92
2002-08-17,3608,8944,2859318,297,4552000,1001.41
2002-08-18,2808,8915,2846848,180,4552000,1000.84
2002-08-19,3142,8992,2834863,192,4552000,1000.29
2002-08-20,3085,8597,2823550,192,4552000,999.77
2002-08-21,3286,7911,2813997,191,4552000,999.33
2002-08-22,3165,7041,2805968,172,4552000,998.96
2002-08-23,2987,5294,2801001,197,4552000,998.73
2002-08-24,3663,5522,2796898,210,4552000,998.54
2002-08-25,3535,5223,2792795,381,4552000,998.35
2002-08-26,3401,5407,2788692,63,4552000,998.16
2002-08-27,3347,6772,2781585,158,4552000,997.83
2002-08-28,4300,7156,2775356,284,4552000,997.54
2002-08-29,3317,6451,2769127,6,4552000,997.25
2002-08-30,3473,5470,2764616,277,4552000,997.04
2002-08-31,2172,5297,2758417,0,4552000,996.75
2002-09-01,3423,4756,2754999,390,4552000,996.59
2002-09-02,3559,5158,2751367,232,4552100,996.42
2002-09-03,3045,4536,2747949,232,4552100,996.26
2002-09-04,3718,4532,2745813,263,4552100,996.16
2002-09-05,2896,5698,2739845,207,4552100,995.88
2002-09-06,2673,6764,2731346,194,4552100,995.48
2002-09-07,1890,5654,2723483,200,4552100,995.11
2002-09-08,2962,6541,2716074,156,4552100,994.76
2002-09-09,3407,6066,2710368,218,4552100,994.49
2002-09-10,3447,6564,2703817,186,4552100,994.18
2002-09-11,3014,6441,2696650,186,4552100,993.84
2002-09-12,3230,6529,2689714,198,4552100,993.51
2002-09-13,3603,6460,2683618,216,4552100,993.22
2002-09-14,1934,6504,2674186,185,4552100,992.77
2002-09-15,2198,6435,2665406,190,4552100,992.35
2002-09-16,4180,6723,2660180,92,4552100,992.10
2002-09-17,2739,6008,2653307,196,4552100,991.77
2002-09-18,3632,6531,2647278,141,4552100,991.48
2002-09-19,3908,6012,2642704,202,4552100,991.26
2002-09-20,4000,5783,2638962,104,4552100,991.08
2002-09-21,1485,6998,2627581,225,4552100,990.53
2002-09-22,2333,7179,2617656,158,4552100,990.05
2002-09-23,3371,6998,2610042,212,4552100,989.68
2002-09-24,3364,7543,2601405,175,4552100,989.26
2002-09-25,3782,7321,2594014,187,4552100,988.90
2002-09-26,4045,7042,2587674,199,4552100,988.59
2002-09-27,4154,7256,2581129,198,4552100,988.27
2002-09-28,2573,6689,2572774,96,4552100,987.86
2002-09-29,3382,6263,2566702,180,4552100,987.56
2002-09-30,2592,6776,2558201,102,4552100,987.14
2002-10-01,2867,4448,2554758,155,4552100,986.97
2002-10-02,3037,3256,2554148,89,4552100,986.94
2002-10-03,3263,2939,2554555,119,4552100,986.96
2002-10-04,3619,2676,2556178,125,4552100,987.04
2002-10-05,3239,4855,2552725,125,4552100,986.87
2002-10-06,3297,4588,2549880,143,4552100,986.73
2002-10-07,3306,4875,2546424,173,4552100,986.56
2002-10-08,2458,4329,2542359,178,4552100,986.36
2002-10-09,2697,5678,2536057,196,4552100,986.05
2002-10-10,2573,4440,2532024,166,4552100,985.85
2002-10-11,3527,5252,2528203,201,4552100,985.66
2002-10-12,2916,4814,2524180,130,4552100,985.46
2002-10-13,2851,4195,2521163,177,4552100,985.31
2002-10-14,2915,4014,2518749,118,4552100,985.19
2002-10-15,3325,3934,2517342,100,4552100,985.12
2002-10-16,3473,4424,2514928,266,4552100,985.00
2002-10-17,2743,4517,2511327,41,4552100,984.82
2002-10-18,3016,4623,2508127,6,4552100,984.66
2002-10-19,2734,4242,2504926,106,4552100,984.50
2002-10-20,3200,5224,2500725,94,4552100,984.29
2002-10-21,2965,7643,2491144,152,4552100,983.81
2002-10-22,3728,7676,2482988,164,4552100,983.40
2002-10-23,3808,6610,2477418,6,4552100,983.12
2002-10-24,3783,7076,2470679,105,4552100,982.78
2002-10-25,1915,7000,2460592,0,4552100,982.27
2002-10-26,1151,7397,2448169,17,4552100,981.64
2002-10-27,3380,7231,2440497,17,4552100,981.25
2002-10-28,3924,6305,2435579,98,4552100,981.00
2002-10-29,3410,6485,2429320,81,4552100,980.68
2002-10-30,2614,6635,2421105,121,4552100,980.26
2002-10-31,2676,6124,2414071,98,4552100,979.90
2002-11-01,3285,7527,2405498,80,4552100,979.46
2002-11-02,3501,6940,2398484,97,3870100,979.10
2002-11-03,3191,6983,2390724,120,3870100,978.70
2002-11-04,3762,5843,2386462,68,3827500,978.48
2002-11-05,4229,6391,2382006,85,3827500,978.25
2002-11-06,4433,4348,2382006,85,3827500,978.25
2002-11-07,9385,4570,2391499,29,3827500,978.74
2002-11-08,5794,4514,2393824,108,3827500,978.86
2002-11-09,4416,5191,2392274,6,3827500,978.78
2002-11-10,3655,4902,2389562,120,3827500,978.64
2002-11-11,3735,5585,2385881,6,3678300,978.45
2002-11-12,3938,5386,2382975,17,3678300,978.30
2002-11-13,3879,5246,2380263,0,3678300,978.16
2002-11-14,4305,4955,2378907,34,3678300,978.09
2002-11-15,3712,4998,2376200,79,3678300,977.95
2002-11-16,3694,4820,2373888,40,3678300,977.83
2002-11-17,3647,4892,2371384,17,3678300,977.70
2002-11-18,4444,5678,2368880,28,3529100,977.57
2002-11-19,3542,4668,2366568,40,3529100,977.45
2002-11-20,3706,4301,2365220,85,3529100,977.38
2002-11-21,3078,4592,2362138,40,3529100,977.22
2002-11-22,2500,4415,2358285,28,3529100,977.02
2002-11-23,2908,4216,2355602,45,3529100,976.88
2002-11-24,3844,4373,2354452,51,3529100,976.82
2002-11-25,3639,4640,2351963,254,3380000,976.69
2002-11-26,3255,4547,2348898,253,3380000,976.53
2002-11-27,3198,4640,2346025,6,3380000,976.38
2002-11-28,3049,5255,2341237,208,3380000,976.13
2002-11-29,3052,4636,2337985,56,3380000,975.96
2002-11-30,3619,5110,2334938,45,3380000,975.80
2002-12-01,3638,4927,2332271,56,3380000,975.66
2002-12-02,3418,4915,2329224,39,3252100,975.50
2002-12-03,3215,4841,2325986,6,3252100,975.33
2002-12-04,3815,5058,2323509,6,3252100,975.20
2002-12-05,3537,5152,2320271,17,3252100,975.03
2002-12-06,4081,4931,2318564,11,3252100,974.94
2002-12-07,3515,4492,2316481,73,3252100,974.83
2002-12-08,3725,4634,2314588,45,3252100,974.73
2002-12-09,3812,4958,2312315,0,3252100,974.61
2002-12-10,3945,4854,2310422,45,3252100,974.51
2002-12-11,3666,4684,2307960,223,3252100,974.38
2002-12-12,4094,4285,2307582,0,3252100,974.36
2002-12-13,11947,4397,2322557,0,3252100,975.15
2002-12-14,33491,980,2387043,0,3252100,978.51
2002-12-15,28909,75,2444235,0,3252100,981.44
2002-12-16,48296,401,2539106,65,3252100,986.20
2002-12-17,18973,1735,2573178,60,3252100,987.88
2002-12-18,12879,922,2596882,6,3252100,989.04
2002-12-19,11392,1422,2616622,18,3252100,990.00
2002-12-20,23230,638,2661434,0,3252100,992.16
2002-12-21,20901,492,2701915,0,3252100,994.09
2002-12-22,12559,1149,2724546,0,3252100,995.16
2002-12-23,11029,3568,2739208,69,3252100,995.85
2002-12-24,8582,2882,2750513,0,3252100,996.38
2002-12-25,7225,3025,2758844,0,3252100,996.77
2002-12-26,9225,5200,2766764,32,3252100,997.14
2002-12-27,37827,7414,2827024,32,3252100,999.93
2002-12-28,83267,3100,2986036,0,3252100,1007.11
2002-12-29,48236,4900,3071966,14,3286200,1010.88
2002-12-30,38347,3812,3140398,34,3286200,1013.83
2002-12-31,47236,5471,3223197,21,3286200,1017.34
2003-01-01,27068,9605,3257834,0,3293600,1018.79
2003-01-02,19213,10733,3274655,0,3293600,1019.49
2003-01-03,15442,12623,3280190,28,3293600,1019.72
2003-01-04,13526,11035,3285004,64,3293600,1019.92
2003-01-05,12362,10777,3288134,7,3293600,1020.05
2003-01-06,11257,10156,3290303,7,3320900,1020.14
2003-01-07,13027,9534,3296809,213,3320900,1020.41
2003-01-08,9328,7856,3299701,14,3320900,1020.53
2003-01-09,9928,6219,3306930,64,3349600,1020.83
2003-01-10,13097,5780,3321443,0,3349600,1021.43
2003-01-11,16109,3993,3345475,0,3349600,1022.42
2003-01-12,26725,3231,3391932,72,3360500,1024.32
2003-01-13,35919,5061,3452994,73,3376900,1026.79
2003-01-14,38183,10445,3508013,0,3376900,1028.99
2003-01-15,29243,11513,3543107,37,3376900,1030.38
2003-01-16,23003,12749,3563402,22,3376900,1031.18
2003-01-17,18284,13761,3572314,30,3376900,1031.53
2003-01-18,16759,14593,3576389,112,3376900,1031.69
2003-01-19,13330,13565,3575880,22,3376900,1031.67
2003-01-20,12189,13693,3572824,37,3383800,1031.55
2003-01-21,13680,14572,3571041,7,3396100,1031.48
2003-01-22,17319,14291,3576898,75,3407000,1031.71
2003-01-23,17749,16337,3579699,0,3407000,1031.82
2003-01-24,16921,17819,3577917,0,3407000,1031.75
2003-01-25,14130,17838,3570532,15,3407000,1031.46
2003-01-26,14157,17865,3563147,15,3407000,1031.17
2003-01-27,13714,17046,3556537,0,3407000,1030.91
2003-01-28,13088,17943,3546908,0,3461900,1030.53
2003-01-29,12940,15684,3541333,67,3461900,1030.31
2003-01-30,12228,12461,3540827,22,3461900,1030.29
2003-01-31,11439,13461,3536772,22,3461900,1030.13
2003-02-01,10678,11061,3536012,0,3461900,1030.10
2003-02-02,11030,8475,3541080,0,3461900,1030.30
2003-02-03,10338,6205,3549189,45,3546200,1030.62
2003-02-04,8454,6170,3553497,112,3546200,1030.79
2003-02-05,8278,6002,3557804,105,3546200,1030.96
2003-02-06,8986,4383,3566712,112,3546200,1031.31
2003-02-07,8907,4610,3575116,60,3546200,1031.64
2003-02-08,9963,4879,3585051,75,3546200,1032.03
2003-02-09,9802,4816,3594776,83,3546200,1032.41
2003-02-10,7462,4822,3599894,60,3670100,1032.61
2003-02-11,6542,10854,3591193,75,3670100,1032.27
2003-02-12,6690,10726,3583010,90,3708300,1031.95
2003-02-13,7288,10853,3575880,30,3708300,1031.67
2003-02-14,6671,10131,3569004,7,3708300,1031.40
2003-02-15,9737,10893,3566712,0,3708300,1031.31
2003-02-16,12611,9144,3573588,0,3708300,1031.58
2003-02-17,11945,6938,3583519,0,3797600,1031.97
2003-02-18,10556,7667,3589145,53,3797600,1032.19
2003-02-19,8829,11529,3583774,8,3797600,1031.98
2003-02-20,9773,11057,3581227,0,3797600,1031.88
2003-02-21,8843,10595,3577662,45,3797600,1031.74
2003-02-22,7365,8484,3575370,37,3797600,1031.65
2003-02-23,7501,7554,3575116,75,3797600,1031.64
2003-02-24,8929,8575,3575625,97,3912800,1031.66
2003-02-25,7749,7689,3575625,60,3912800,1031.66
2003-02-26,8138,7233,3577153,135,3912800,1031.72
2003-02-27,7524,6353,3579445,15,3912800,1031.81
2003-02-28,6813,4306,3584283,68,3912800,1032.00
2003-03-01,6475,4981,3587098,75,3912800,1032.11
2003-03-02,6484,4481,3590937,68,3912800,1032.26
2003-03-03,5953,4679,3593240,113,4049100,1032.35
2003-03-04,5986,4172,3596823,8,4071400,1032.49
2003-03-05,5932,3929,3600662,68,4071400,1032.64
2003-03-06,6025,3847,3604757,113,4071400,1032.80
2003-03-07,5886,3868,3608595,83,4071400,1032.95
2003-03-08,5749,4364,3611161,91,4071400,1033.05
2003-03-09,6062,4164,3614762,83,4071400,1033.19
2003-03-10,5797,2426,3621449,0,4200500,1033.45
2003-03-11,5884,2704,3627622,68,4200500,1033.69
2003-03-12,7115,2834,3636113,0,4200500,1034.02
2003-03-13,9796,2844,3649811,46,4200500,1034.55
2003-03-14,15084,3459,3672870,0,4200500,1035.44
2003-03-15,38496,1522,3746069,70,4200500,1038.24
2003-03-16,23843,1246,3790736,78,4200500,1039.93
2003-03-17,18323,1226,3824647,0,4161000,1041.21
2003-03-18,15110,1559,3851276,126,4161000,1042.21
2003-03-19,14394,1623,3876419,95,4161000,1043.15
2003-03-20,13216,1651,3899248,56,4161000,1044.00
2003-03-21,11750,1755,3918946,64,4161000,1044.73
2003-03-22,12122,1831,3939247,56,4161000,1045.48
2003-03-23,12695,1716,3960976,24,4161000,1046.28
2003-03-24,10577,1552,3978687,96,4200100,1046.93
2003-03-25,10907,1544,3997019,121,4237000,1047.60
2003-03-26,12462,1355,4018971,40,4249900,1048.40
2003-03-27,11702,1310,4039342,122,4265500,1049.14
2003-03-28,9379,1390,4054818,187,4288000,1049.70
2003-03-29,10054,1413,4071715,122,4308000,1050.31
2003-03-30,10123,1560,4088375,164,4327600,1050.91
2003-03-31,10113,2260,4103708,123,4346900,1051.46
2003-04-01,9519,1801,4118773,123,4367900,1052.00
2003-04-02,10055,1435,4135871,0,4386900,1052.61
2003-04-03,9340,1525,4151307,33,4408000,1053.16
2003-04-04,12001,2063,4171019,0,4420400,1053.86
2003-04-05,8661,1766,4184581,58,4443400,1054.34
2003-04-06,9813,1692,4200425,133,4462400,1054.90
2003-04-07,9217,1603,4215478,25,4483000,1055.43
2003-04-08,8216,1514,4228556,109,4506400,1055.89
2003-04-09,7405,2696,4237680,109,4532000,1056.21
2003-04-10,8205,3023,4247674,143,4532000,1056.56
2003-04-11,9884,2990,4261099,126,4552100,1057.03
2003-04-12,13492,3127,4281473,93,4552100,1057.74
2003-04-13,19113,2999,4313435,0,4552100,1058.85
2003-04-14,15567,2437,4339478,0,4552100,1059.75
2003-04-15,14436,2281,4363503,43,4552100,1060.58
2003-04-16,13972,3283,4384670,17,4552100,1061.31
2003-04-17,12303,3148,4402693,69,4552100,1061.93
2003-04-18,10696,3642,4416410,138,4552100,1062.40
2003-04-19,10764,4875,4427800,147,4552100,1062.79
2003-04-20,10093,4184,4439214,155,4552100,1063.18
